species,value,species_mod,aphia_id,sens
Cyclocardia compressa,1,Cyclocardia compressa,504901,AZTI
Cyclocardia thouarsii,1,Cyclocardia thouarsii,504898,AZTI
Cyclocardia velutina,1,Cyclocardia velutina,504899,AZTI
Cyclocardia ventricosa,2,Cyclocardia ventricosa,254462,AZTI
Cyclochlamys sp.,0,Cyclochlamys,390745,AZTI
Cycloes cristata,0,Cycloes cristata,834350,AZTI
Cyclope neritea,1,Cyclope neritea,140487,AZTI
Cyclope pellucida,1,Cyclope pellucida,140488,AZTI
Cycloserpula gordialis,1,Cycloserpula gordialis,NA,AZTI
Cycloserpula intestinalis,1,Cycloserpula intestinalis,NA,AZTI
Cycloserpula sp.,1,Cycloserpula,NA,AZTI
Cycloserpula subcrispa,1,Cycloserpula subcrispa,NA,AZTI
Cyclostremella concordia,2,Cyclostremella concordia,581088,AZTI
Cyclosunetta concinna,1,Cyclosunetta concinna,507905,AZTI
Cylichna alba,2,Cylichna alba,139474,AZTI
Cylichna attonsa,2,Cylichna attonsa,581401,AZTI
Cylichna biplicata,2,Cylichna biplicata,719085,AZTI
Cylichna collyra,2,Cylichna collyra,1417043,AZTI
Cylichna cylindracea,2,Cylichna cylindracea,139476,AZTI
Cylichna diegensis,2,Cylichna diegensis,581402,AZTI
Cylichna graeca,2,Cylichna graeca,NA,AZTI
Cylichna involuta,2,Cylichna involuta,819294,AZTI
Cylichna occulta,2,Cylichna occulta,139478,AZTI
Cylichna propecylindracea,2,Cylichna propecylindracea,139480,AZTI
Cylichna sp.,2,Cylichna,137867,AZTI
Cylichnatys angusta,1,Cylichnatys angusta,531572,AZTI
Cylichnella bidentata,2,Cylichnella bidentata,420538,AZTI
Cylichnella oryza,3,Cylichnella oryza,156808,AZTI
Cylichnina sp.,2,Cylichnina,138429,AZTI
Cylichnina subcylindrica,2,Cylichnina subcylindrica,NA,AZTI
Cylichnina umbilicata,2,Cylichnina umbilicata,141123,AZTI
Cylichnoides occultus,2,Cylichnoides occultus,884604,AZTI
Cylindrobulla beauii,1,Cylindrobulla beauii,420554,AZTI
Cylindrobulla fragilis,1,Cylindrobulla fragilis,183503,AZTI
Cylindrobulla sp.,1,Cylindrobulla,183502,AZTI
Cylindroleberis mariae,1,Cylindroleberis mariae,238708,AZTI
Cymadusa compta,1,Cymadusa compta,158082,AZTI
Cymadusa filosa,1,Cymadusa filosa,102007,AZTI
Cymadusa sp.,1,Cymadusa,101460,AZTI
Cymodoce japonica,1,Cymodoce japonica,256965,AZTI
Cymodoce sp.,1,Cymodoce,118426,AZTI
Cymodoce spinosa,1,Cymodoce spinosa,118934,AZTI
Cymodoce truncata,1,Cymodoce truncata,118936,AZTI
Cymodoce tuberculata,1,Cymodoce tuberculata,118937,AZTI
Cypraea talpa,0,Cypraea talpa,216751,AZTI
Cypridina hilgendorfii,2,Cypridina hilgendorfii,800906,AZTI
Cypridina mediterrianea,2,Cypridina mediterrianea,211300,AZTI
Cypridina megalops,2,Cypridina megalops,127710,AZTI
Cypridina norvegica,2,Cypridina norvegica,800932,AZTI
Cypridina sp.,2,Cypridina,127520,AZTI
Cypridinodes concentrica,2,Cypridinodes concentrica,450898,AZTI
Cyprinotus sp.,1,Cyprinotus,146874,AZTI
Cystisella saccata,2,Cystisella saccata,111112,AZTI
Cythara attenuata,2,Cythara attenuata,246003,AZTI
Cythara costata,2,Cythara costata,NA,AZTI
Cythara ginaria,2,Cythara ginaria,NA,AZTI
Cytharella smithi,1,Cytharella smithi,NA,AZTI
Dacrydium vitreum,1,Dacrydium vitreum,140449,AZTI
Dacryomya venusta,3,Dacryomya venusta,NA,AZTI
Dalhousiella ancuda,2,Dalhousiella ancuda,326874,AZTI
Dalhousiella sp.,2,Dalhousiella,129305,AZTI
Dallocardia muricata,2,Dallocardia muricata,381280,AZTI
Dallocardia quadragenaria,2,Dallocardia quadragenaria,381286,AZTI
Daptonema setosum,1,Daptonema setosum,121552,AZTI
Dardanus arrosor,2,Dardanus arrosor,107197,AZTI
Dardanus calidus,2,Dardanus calidus,107198,AZTI
Dardanus tinctor,2,Dardanus tinctor,208694,AZTI
Darina solenoides,2,Darina solenoides,505658,AZTI
Dasybranchus caducus,3,Dasybranchus caducus,129881,AZTI
Dasybranchus gajolae,3,Dasybranchus gajolae,129883,AZTI
Dasybranchus lumbricoides,3,Dasybranchus lumbricoides,157322,AZTI
Dasybranchus lunulatus,3,Dasybranchus lunulatus,157324,AZTI
Dasybranchus platyceps,4,Dasybranchus platyceps,326880,AZTI
Dasybranchus sp.,3,Dasybranchus,129213,AZTI
Dasychone bombyx,1,Dasychone bombyx,155471,AZTI
Dasychone lucullana,1,Dasychone lucullana,155469,AZTI
Dayipsammolyce ctenidophora,0,Dayipsammolyce ctenidophora,236763,AZTI
Decamastus gracilis,2,Decamastus gracilis,326885,AZTI
Decamastus sp.,3,Decamastus,324650,AZTI
Decapoda,2,Decapoda,1130,AZTI
Decipula tenella,2,Decipula tenella,151977,AZTI
Decorifera matusimana,2,Decorifera matusimana,NA,AZTI
Deflexilodes acutipes,1,Deflexilodes acutipes,236538,AZTI
Deflexilodes gibbosus,1,Deflexilodes gibbosus,236539,AZTI
Deflexilodes griseus,1,Deflexilodes griseus,236540,AZTI
Deflexilodes intermedius,1,Deflexilodes intermedius,547044,AZTI
Deflexilodes norvegicus,2,Deflexilodes norvegicus,423324,AZTI
Deflexilodes subnudus,1,Deflexilodes subnudus,236541,AZTI
Deflexilodes tenuirostratus,1,Deflexilodes tenuirostratus,547038,AZTI
Deflexilodes tesselatus,1,Deflexilodes tesselatus,423326,AZTI
Deflexilodes tuberculatus,1,Deflexilodes tuberculatus,423327,AZTI
Delectopecten vitreus,3,Delectopecten vitreus,140702,AZTI
Deltamysis sp.,2,Deltamysis,226082,AZTI
Deltoideum delta,2,Deltoideum delta,NA,AZTI
Demonax brachychona,1,Demonax brachychona,155163,AZTI
Demonax branchyona,1,Demonax branchyona,130895,AZTI
Demonax cambrensis,1,Demonax cambrensis,130896,AZTI
Demonax microphthalmus,1,Demonax microphthalmus,157327,AZTI
Demonax sp.,1,Demonax,129526,AZTI
Demonax tenuicollaris,1,Demonax tenuicollaris,130899,AZTI
DEMOSPONGIAE,1,DEMOSPONGIAE,164811,AZTI
Dendraster excentricus,1,Dendraster excentricus,513215,AZTI
Dendraster sp.,1,Dendraster,512706,AZTI
Dendrobeania decorata,2,Dendrobeania decorata,111170,AZTI
Dendrobeania fruticosa,2,Dendrobeania fruticosa,111173,AZTI
Dendrodoa grossularia,1,Dendrodoa grossularia,103882,AZTI
Dendrodoa sp.,1,Dendrodoa,103531,AZTI
Dendronereides heteropoda,1,Dendronereides heteropoda,326898,AZTI
Dendronereis aestuarina,1,Dendronereis aestuarina,326899,AZTI
Dendronereis arborifera,4,Dendronereis arborifera,209757,AZTI
Dendronereis pinnaticirris,1,Dendronereis pinnaticirris,326901,AZTI
Dendronereis sp.,4,Dendronereis,206700,AZTI
Dendronotus frondosus,0,Dendronotus frondosus,139523,AZTI
DENTALIIDAE,1,DENTALIIDAE,202,AZTI
Dentalium dentalis,1,Dentalium dentalis,139527,AZTI
Dentalium entalis,1,Dentalium entalis,139528,AZTI
Dentalium inaequicostatum,1,Dentalium inaequicostatum,139529,AZTI
Dentalium majorinum,1,Dentalium majorinum,344164,AZTI
Dentalium novemcostatum,1,Dentalium novemcostatum,139530,AZTI
Dentalium occidentale,1,Dentalium occidentale,139531,AZTI
Dentalium octangulatum,1,Dentalium octangulatum,344171,AZTI
Dentalium panormum,1,Dentalium panormum,139532,AZTI
Dentalium pretiosum,1,Dentalium pretiosum,344644,AZTI
Dentalium rossati,1,Dentalium rossati,139533,AZTI
Dentalium rubescens,1,Dentalium rubescens,246005,AZTI
Dentalium sp.,1,Dentalium,137886,AZTI
Dentalium tetragonum,1,Dentalium tetragonum,748409,AZTI
Dentalium texasianum,1,Dentalium texasianum,761726,AZTI
Dentalium vulgare,1,Dentalium vulgare,139534,AZTI
Dentatisyllis carolinae,3,Dentatisyllis carolinae,157337,AZTI
Dentinephtys glabra,2,Dentinephtys glabra,332740,AZTI
Dero abranchiata,2,Dero abranchiata,1040489,AZTI
Dero digitata,2,Dero digitata,1015304,AZTI
Dero sp.,2,Dero,993490,AZTI
Derzhavinclla macrurus,2,Derzhavinclla macrurus,NA,AZTI
Desdemona ornata,2,Desdemona ornata,130902,AZTI
Desdimelita desdichada,2,Desdimelita desdichada,536752,AZTI
Deshayesorchestia deshayesii,3,Deshayesorchestia deshayesii,236548,AZTI
Desmodora sp.,3,Desmodora,2339,AZTI
Deutella californica,3,Deutella californica,421580,AZTI
Deutella incerta,3,Deutella incerta,421581,AZTI
Devonia perrieri,1,Devonia perrieri,140365,AZTI
Dexamine sp.,3,Dexamine,101498,AZTI
Dexamine spiniventris,3,Dexamine spiniventris,102134,AZTI
Dexamine spinosa,3,Dexamine spinosa,102135,AZTI
Dexamine thea,3,Dexamine thea,102136,AZTI
Dexiospira pagenstecheri,2,Dexiospira pagenstecheri,NA,AZTI
Dexiospira spirillum,1,Dexiospira spirillum,464031,AZTI
Diacria trispinosa,0,Diacria trispinosa,139045,AZTI
Diadematidae,1,Diadematidae,123163,AZTI
Diadumene leucolena,2,Diadumene leucolena,158230,AZTI
Diadumene sp.,2,Diadumene,100728,AZTI
Dialychone acustica,2,Dialychone acustica,155473,AZTI
Dialychone albocincta,2,Dialychone albocincta,882439,AZTI
Dialychone arenicola,2,Dialychone arenicola,882440,AZTI
Dialychone collaris,2,Dialychone collaris,882442,AZTI
Dialychone duneri,2,Dialychone duneri,NA,AZTI
Dialychone dunerificta,2,Dialychone dunerificta,882443,AZTI
Dialychone longiseta,2,Dialychone longiseta,882444,AZTI
Dialychone sp.,2,Dialychone,155472,AZTI
Dialychone veleronis,2,Dialychone veleronis,882452,AZTI
Diaphana californica,1,Diaphana californica,509649,AZTI
Diaphana minuta,1,Diaphana minuta,139557,AZTI
Diaphana sp.,1,Diaphana,137894,AZTI
Diastoma varium,1,Diastoma varium,473182,AZTI
Diastylis alaskensis,2,Diastylis alaskensis,181923,AZTI
Diastylis bidentata,1,Diastylis bidentata,181931,AZTI
Diastylis bradyi,2,Diastylis bradyi,110472,AZTI
Diastylis cornuta,1,Diastylis cornuta,110474,AZTI
Diastylis crenellata,2,Diastylis crenellata,181937,AZTI
Diastylis edwardsii,2,Diastylis edwardsii,110477,AZTI
Diastylis enigmatica,3,Diastylis enigmatica,181942,AZTI
Diastylis glabra,2,Diastylis glabra,110478,AZTI
Diastylis goodsiri,2,Diastylis goodsiri,110479,AZTI
Diastylis laevis,2,Diastylis laevis,110481,AZTI
Diastylis lepechini,2,Diastylis lepechini,110482,AZTI
Diastylis lucifera,3,Diastylis lucifera,110483,AZTI
Diastylis neapolitana,1,Diastylis neapolitana,110484,AZTI
Diastylis oxyrhyncha,2,Diastylis oxyrhyncha,110485,AZTI
Diastylis paraspinulosa,2,Diastylis paraspinulosa,181973,AZTI
Diastylis pellucida,2,Diastylis pellucida,181974,AZTI
Diastylis quadrispinosa,2,Diastylis quadrispinosa,157816,AZTI
Diastylis rathkei,3,Diastylis rathkei,110487,AZTI
Diastylis richardi,0,Diastylis richardi,181979,AZTI
Diastylis rostrata,3,Diastylis rostrata,160604,AZTI
Diastylis rugosa,1,Diastylis rugosa,110488,AZTI
Diastylis santamariensis,2,Diastylis santamariensis,181981,AZTI
Diastylis scorpioides,1,Diastylis scorpioides,110489,AZTI
Diastylis sculpta,2,Diastylis sculpta,157817,AZTI
Diastylis sentosa,2,Diastylis sentosa,181982,AZTI
Diastylis sp.,1,Diastylis,110398,AZTI
Diastylis spinulosa,1,Diastylis spinulosa,110490,AZTI
Diastylis sulcata,1,Diastylis sulcata,181984,AZTI
Diastylis tricincta,1,Diastylis tricincta,181989,AZTI
Diastylis tumida,2,Diastylis tumida,110492,AZTI
Diastyloides bacescoi,1,Diastyloides bacescoi,110493,AZTI
Diastyloides biplicatus,1,Diastyloides biplicatus,110494,AZTI
Diastyloides serrata,1,Diastyloides serrata,157818,AZTI
Diastyloides serratus,1,Diastyloides serratus,110497,AZTI
Diastylopsis dawsoni,1,Diastylopsis dawsoni,182001,AZTI
Diastylopsis tenuis,1,Diastylopsis tenuis,182006,AZTI
Dichelopandalus bonnieri,2,Dichelopandalus bonnieri,107643,AZTI
Dichromadora sp.,3,Dichromadora,2297,AZTI
Dicroloma trifida,3,Dicroloma trifida,NA,AZTI
Dicrotendipes neomodestus,4,Dicrotendipes neomodestus,NA,AZTI
Dicrotendipes sp.,4,Dicrotendipes,NA,AZTI
Didimacar tenebrica,1,Didimacar tenebrica,504637,AZTI
Didontoglossa koyasensis,1,Didontoglossa koyasensis,NA,AZTI
Digitaria digitaria,1,Digitaria digitaria,138825,AZTI
Digitaria digitata,1,Digitaria digitata,751334,AZTI
Dikerogammarus baeri,1,Dikerogammarus baeri,NA,AZTI
Dikoleps cutleriana,1,Dikoleps cutleriana,141486,AZTI
Diloma nigerrimum,2,Diloma nigerrimum,546855,AZTI
Dimorphostylis asiatica,1,Dimorphostylis asiatica,182012,AZTI
Dinocardium robustum,1,Dinocardium robustum,156843,AZTI
Dinophilus sp.,2,Dinophilus,129260,AZTI
Diodora apertura,1,Diodora apertura,NA,AZTI
Diodora aspera,1,Diodora aspera,367955,AZTI
Diodora cayenensis,1,Diodora cayenensis,160265,AZTI
Diodora graeca,1,Diodora graeca,139951,AZTI
Diogenes alias,2,Diogenes alias,367655,AZTI
Diogenes avarus,2,Diogenes avarus,208706,AZTI
Diogenes edwardsii,2,Diogenes edwardsii,367663,AZTI
Diogenes pugilator,2,Diogenes pugilator,107199,AZTI
Diogenes sp.,2,Diogenes,106843,AZTI
Diopatra amboinensis,2,Diopatra amboinensis,326932,AZTI
Diopatra chiliensis,2,Diopatra chiliensis,326940,AZTI
Diopatra cuprea,1,Diopatra cuprea,157339,AZTI
Diopatra cuprea cuprea,1,Diopatra cuprea cuprea,224018,AZTI
Diopatra dubia,2,Diopatra dubia,326944,AZTI
Diopatra hupferiana,2,Diopatra hupferiana,738690,AZTI
Diopatra hupferiana monroi,2,Diopatra hupferiana monroi,761955,AZTI
Diopatra marocensis,2,Diopatra marocensis,335059,AZTI
Diopatra micrura,0,Diopatra micrura,582460,AZTI
Diopatra monroi,2,Diopatra monroi,326958,AZTI
Diopatra neapolitana,1,Diopatra neapolitana,130460,AZTI
Diopatra neotridens,1,Diopatra neotridens,326961,AZTI
Diopatra ornata,2,Diopatra ornata,326964,AZTI
Diopatra papillata,0,Diopatra papillata,326965,AZTI
Diopatra rhizoicola,2,Diopatra rhizoicola,326967,AZTI
Diopatra splendidissima,2,Diopatra splendidissima,326970,AZTI
Diopatra sugokai,2,Diopatra sugokai,326971,AZTI
Diopatra tridentata,2,Diopatra tridentata,157340,AZTI
Diopisthoporus sp.,2,Diopisthoporus,142158,AZTI
Dioplosyllis cirrosa,0,Dioplosyllis cirrosa,131285,AZTI
Dioplosyllis sp.,0,Dioplosyllis,129650,AZTI
Diplocirrus capensis,1,Diplocirrus capensis,157341,AZTI
Diplocirrus glaucus,1,Diplocirrus glaucus,130100,AZTI
Diplocirrus hirsutus,1,Diplocirrus hirsutus,130101,AZTI
Diplocirrus longisetosus,1,Diplocirrus longisetosus,130102,AZTI
Diplocirrus sp.,1,Diplocirrus,129290,AZTI
Diplocirrus stopbowitzi,1,Diplocirrus stopbowitzi,532139,AZTI
Diplodon chilensis,3,Diplodon chilensis,1258079,AZTI
Diplodonta apicalis,2,Diplodonta apicalis,141880,AZTI
Diplodonta brocchii,2,Diplodonta brocchii,141881,AZTI
Diplodonta inconspicua,2,Diplodonta inconspicua,731977,AZTI
Diplodonta orbella,2,Diplodonta orbella,582539,AZTI
Diplodonta orbiculata,2,Diplodonta orbiculata,732477,AZTI
Diplodonta patagonica,2,Diplodonta patagonica,532742,AZTI
Diplodonta punctata,2,Diplodonta punctata,420808,AZTI
Diplodonta rotundata,2,Diplodonta rotundata,141883,AZTI
Diplodonta sericata,2,Diplodonta sericata,582541,AZTI
Diplodonta sp.,2,Diplodonta,138621,AZTI
Diplodonta trigona,2,Diplodonta trigona,181323,AZTI
Diplolaimella dievengatensis,3,Diplolaimella dievengatensis,153434,AZTI
Diplolaimella sp.,3,Diplolaimella,2444,AZTI
Dipolydora armata,4,Dipolydora armata,131115,AZTI
Dipolydora capensis,4,Dipolydora capensis,606810,AZTI
Dipolydora cardalia,4,Dipolydora cardalia,332755,AZTI
Dipolydora caulleryi,4,Dipolydora caulleryi,131116,AZTI
Dipolydora coeca,4,Dipolydora coeca,131117,AZTI
Dipolydora flava,4,Dipolydora flava,131118,AZTI
Dipolydora giardi,4,Dipolydora giardi,131119,AZTI
Dipolydora normalis,4,Dipolydora normalis,606813,AZTI
Dipolydora quadrilobata,4,Dipolydora quadrilobata,131121,AZTI
Dipolydora socialis,4,Dipolydora socialis,131124,AZTI
Dipolydora sp.,4,Dipolydora,129611,AZTI
Dipolydora tentaculata,4,Dipolydora tentaculata,606816,AZTI
DIPTERA,4,DIPTERA,118088,AZTI
Dischides politus,0,Dischides politus,140012,AZTI
Discinisca lamellosa,0,Discinisca lamellosa,237578,AZTI
Discinisca lamellosa,0,Discinisca lamellosa,235375,AZTI
Discinisca sp.,3,Discinisca,235162,AZTI
Discoconchoecia elegans,3,Discoconchoecia elegans,127782,AZTI
Dispio elegans,3,Dispio elegans,1346270,AZTI
Dispio sp.,3,Dispio,129612,AZTI
Dispio uncinata,3,Dispio uncinata,131125,AZTI
Ditrupa arietina,1,Ditrupa arietina,130987,AZTI
Ditrupa gracillima,1,Ditrupa gracillima,338323,AZTI
Divalinga quadrisulcata,1,Divalinga quadrisulcata,464137,AZTI
Divaricella divaricata,1,Divaricella divaricata,156506,AZTI
Divaricella quadrisulcata,1,Divaricella quadrisulcata,156775,AZTI
Dodecaceria capensis,4,Dodecaceria capensis,327012,AZTI
Dodecaceria caulleryi,4,Dodecaceria caulleryi,129966,AZTI
Dodecaceria concharum,4,Dodecaceria concharum,129967,AZTI
Dodecaceria meridiana,3,Dodecaceria meridiana,598977,AZTI
Dodecaceria sp.,4,Dodecaceria,129246,AZTI
DOLICHOPODIDAE,4,DOLICHOPODIDAE,150930,AZTI
Donacilla cornea,1,Donacilla cornea,140350,AZTI
Donax gouldii,2,Donax gouldii,494707,AZTI
Donax incarnatus,1,Donax incarnatus,216497,AZTI
Donax marincovichi,1,Donax marincovichi,494716,AZTI
Donax obesulus,1,Donax obesulus,494717,AZTI
Donax pulchellus,1,Donax pulchellus,225488,AZTI
Donax semistriatus,1,Donax semistriatus,139601,AZTI
Donax sp.,1,Donax,137906,AZTI
Donax trunculus,1,Donax trunculus,139602,AZTI
Donax variabilis,1,Donax variabilis,156776,AZTI
Donax variegatus,1,Donax variegatus,152220,AZTI
Donax vittatus,1,Donax vittatus,139604,AZTI
Doridella obscura,1,Doridella obscura,156813,AZTI
DORIDIDAE,1,DORIDIDAE,9904,AZTI
Dorippe astuta,2,Dorippe astuta,NA,AZTI
Dorippe granulata,2,Dorippe granulata,452824,AZTI
Dorippe japonica,2,Dorippe japonica,452826,AZTI
Dorippoides facchino,2,Dorippoides facchino,440420,AZTI
Doris sp.,1,Doris,137914,AZTI
Dorsoserpula delphinula,3,Dorsoserpula delphinula,NA,AZTI
Dorsoserpula runcinata,3,Dorsoserpula runcinata,NA,AZTI
Dorsoserpula sulcata,3,Dorsoserpula sulcata,NA,AZTI
Dorvillea annulata,5,Dorvillea annulata,340403,AZTI
Dorvillea cerasina,0,Dorvillea cerasina,332765,AZTI
Dorvillea gardineri,4,Dorvillea gardineri,209860,AZTI
Dorvillea pseudorubrovittata,2,Dorvillea pseudorubrovittata,327451,AZTI
Dorvillea rubra,0,Dorvillea rubra,332769,AZTI
Dorvillea rubrovittata,2,Dorvillea rubrovittata,130008,AZTI
Dorvillea rudolphi,4,Dorvillea rudolphi,340406,AZTI
Dorvillea similis,4,Dorvillea similis,332770,AZTI
Dorvillea sociabilis,0,Dorvillea sociabilis,332771,AZTI
Dorvillea sp.,0,Dorvillea,129261,AZTI
DORVILLEIDAE,0,DORVILLEIDAE,971,AZTI
Doryporella spathulifera,2,Doryporella spathulifera,111213,AZTI
Dosinia biscocta,1,Dosinia biscocta,507579,AZTI
Dosinia concentrica,1,Dosinia concentrica,507553,AZTI
Dosinia contracta,1,Dosinia contracta,507570,AZTI
Dosinia corrugata,1,Dosinia corrugata,507583,AZTI
Dosinia derupta,1,Dosinia derupta,539487,AZTI
Dosinia discus,1,Dosinia discus,156070,AZTI
Dosinia elegans,1,Dosinia elegans,420935,AZTI
Dosinia exoleta,1,Dosinia exoleta,141911,AZTI
Dosinia gibba,1,Dosinia gibba,539498,AZTI
Dosinia japonica,1,Dosinia japonica,507589,AZTI
Dosinia lincta,1,Dosinia lincta,152355,AZTI
Dosinia lupinus,1,Dosinia lupinus,141912,AZTI
Dosinia minor,1,Dosinia minor,507597,AZTI
Dosinia sp.,1,Dosinia,138636,AZTI
Dosinorbis japonica,1,Dosinorbis japonica,NA,AZTI
Doto pinnatifida,1,Doto pinnatifida,139650,AZTI
Doto sp.,1,Doto,137916,AZTI
Dougaloplus amphacanthus,1,Dougaloplus amphacanthus,243253,AZTI
Draconema sp.,0,Draconema,2354,AZTI
Dreissena polymorpha,4,Dreissena polymorpha,181566,AZTI
Dreissena sp.,4,Dreissena,181565,AZTI
Drifa glomerata,1,Drifa glomerata,146941,AZTI
Drillia janseni,1,Drillia janseni,NA,AZTI
Drillia sp.,1,Drillia,205564,AZTI
Drillia suxdorfi,1,Drillia suxdorfi,762245,AZTI
Drilliola loprestiana,1,Drilliola loprestiana,183133,AZTI
Drilonereis falcata,2,Drilonereis falcata,327464,AZTI
Drilonereis filum,2,Drilonereis filum,129856,AZTI
Drilonereis longa,2,Drilonereis longa,157357,AZTI
Drilonereis mexicana,2,Drilonereis mexicana,327469,AZTI
Drilonereis nuda,2,Drilonereis nuda,327471,AZTI
Drilonereis robustus,2,Drilonereis robustus,332779,AZTI
Drilonereis sp.,2,Drilonereis,129200,AZTI
Drilonereis spatula,2,Drilonereis spatula,332780,AZTI
Duasmodactyla commune,1,Duasmodactyla commune,148799,AZTI
Duasmodactyla sp.,1,Duasmodactyla,146119,AZTI
Dulichia monacantha,3,Dulichia monacantha,148546,AZTI
Dulichia porrecta,3,Dulichia porrecta,158083,AZTI
Dulichia sp.,3,Dulichia,101734,AZTI
Dulichiella appendiculata,1,Dulichiella appendiculata,421504,AZTI
Dumosus atari,1,Dumosus atari,421505,AZTI
Duplicaria dussumierii,2,Duplicaria dussumierii,594288,AZTI
Duplicaria koreana,2,Duplicaria koreana,438577,AZTI
Duridrilus tardus,5,Duridrilus tardus,475663,AZTI
Duva florida,2,Duva florida,146943,AZTI
Dynamena pumila,2,Dynamena pumila,117888,AZTI
Dynamena sp.,2,Dynamena,117229,AZTI
Dynamene bidentata,2,Dynamene bidentata,256988,AZTI
Dynamene bidentatus,2,Dynamene bidentatus,118939,AZTI
Dynamene edwardsi,2,Dynamene edwardsi,118941,AZTI
Dynamene magnitorata,2,Dynamene magnitorata,118942,AZTI
Dynamene sp.,0,Dynamene,118427,AZTI
Dynamene torelliae,2,Dynamene torelliae,118943,AZTI
Dyopedos arcticus,1,Dyopedos arcticus,254734,AZTI
Dyopedos monacantha,3,Dyopedos monacantha,103042,AZTI
Dyopedos monacanthus,3,Dyopedos monacanthus,489646,AZTI
Dyopedos porrectus,3,Dyopedos porrectus,103044,AZTI
Dyopedos sp.,3,Dyopedos,101736,AZTI
Dysidea fragilis,3,Dysidea fragilis,132324,AZTI
Dysponetus caecus,1,Dysponetus caecus,129929,AZTI
Earleria quadrata,1,Earleria quadrata,395329,AZTI
Eatoniella nigra,1,Eatoniella nigra,532780,AZTI
Eatoniella sp.,1,Eatoniella,196950,AZTI
Ebalia cranchii,2,Ebalia cranchii,107294,AZTI
Ebalia deshayesi,2,Ebalia deshayesi,107295,AZTI
Ebalia edwardsii,2,Ebalia edwardsii,107296,AZTI
Ebalia granulosa,2,Ebalia granulosa,107298,AZTI
Ebalia nux,2,Ebalia nux,107299,AZTI
Ebalia sp.,2,Ebalia,106889,AZTI
Ebalia tuberosa,2,Ebalia tuberosa,107301,AZTI
Ebalia tumefacta,2,Ebalia tumefacta,107302,AZTI
Echinaster sepositus,1,Echinaster sepositus,241001,AZTI
ECHINIDAE,1,ECHINIDAE,123160,AZTI
Echinocardium cordatum,1,Echinocardium cordatum,124392,AZTI
Echinocardium fenauxi,1,Echinocardium fenauxi,124393,AZTI
Echinocardium flavescens,2,Echinocardium flavescens,124394,AZTI
Echinocardium mediterraneum,1,Echinocardium mediterraneum,124399,AZTI
Echinocardium mortenseni,1,Echinocardium mortenseni,124400,AZTI
Echinocardium sp.,0,Echinocardium,123426,AZTI
